epoch_idx	Accuracy	F1-score	Confusion_matrix
103	0.37142857142857144	0.2350686037126715	"[[120   0   0   0  90   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  96 126   0]
 [  0   0   0  12 252   0]
 [132   0   0  36  72   0]]"
104	0.3761904761904762	0.23726372690849126	"[[126   0   0   0  84   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  96 126   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
105	0.3761904761904762	0.23726372690849126	"[[126   0   0   0  84   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  96 126   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
106	0.3761904761904762	0.23711843711843708	"[[126   0   0   0  84   0]
 [ 66   0   0   0  84   0]
 [156   0   0   0   0   0]
 [ 18   0   0  96 126   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
107	0.3761904761904762	0.23711843711843708	"[[126   0   0   0  84   0]
 [ 66   0   0   0  84   0]
 [156   0   0   0   0   0]
 [ 18   0   0  96 126   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
108	0.38095238095238093	0.24157805664654983	"[[126   0   0   0  84   0]
 [ 66   0   0   0  84   0]
 [156   0   0   0   0   0]
 [ 18   0   0 102 120   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
109	0.38095238095238093	0.24157805664654983	"[[126   0   0   0  84   0]
 [ 66   0   0   0  84   0]
 [156   0   0   0   0   0]
 [ 18   0   0 102 120   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
110	0.38095238095238093	0.24157805664654983	"[[126   0   0   0  84   0]
 [ 66   0   0   0  84   0]
 [156   0   0   0   0   0]
 [ 18   0   0 102 120   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
111	0.38095238095238093	0.24157805664654983	"[[126   0   0   0  84   0]
 [ 66   0   0   0  84   0]
 [156   0   0   0   0   0]
 [ 18   0   0 102 120   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
112	0.38571428571428573	0.24578747735108117	"[[126   0   0   0  84   0]
 [ 66   0   0   0  84   0]
 [156   0   0   0   0   0]
 [ 12   0   0 108 120   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
113	0.38571428571428573	0.24578747735108117	"[[126   0   0   0  84   0]
 [ 66   0   0   0  84   0]
 [156   0   0   0   0   0]
 [ 12   0   0 108 120   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
114	0.38571428571428573	0.24578747735108117	"[[126   0   0   0  84   0]
 [ 66   0   0   0  84   0]
 [156   0   0   0   0   0]
 [ 12   0   0 108 120   0]
 [  0   0   0  12 252   0]
 [126   0   0  42  72   0]]"
115	0.38571428571428573	0.24513184584178502	"[[126   0   0   0  84   0]
 [ 66   0   0   0  84   0]
 [156   0   0   0   0   0]
 [ 12   0   0 108 120   0]
 [  0   0   0  12 252   0]
 [126   0   0  48  66   0]]"
116	0.38571428571428573	0.24425044146996436	"[[126   0   0   0  84   0]
 [ 60   0   0   0  90   0]
 [156   0   0   0   0   0]
 [ 12   0   0 108 120   0]
 [  0   0   0  12 252   0]
 [120   0   0  54  66   0]]"
117	0.38571428571428573	0.24425044146996436	"[[126   0   0   0  84   0]
 [ 60   0   0   0  90   0]
 [156   0   0   0   0   0]
 [ 12   0   0 108 120   0]
 [  0   0   0  12 252   0]
 [120   0   0  54  66   0]]"
118	0.38571428571428573	0.24425044146996436	"[[126   0   0   0  84   0]
 [ 60   0   0   0  90   0]
 [156   0   0   0   0   0]
 [ 12   0   0 108 120   0]
 [  0   0   0  12 252   0]
 [120   0   0  54  66   0]]"
